input_text,target_text
拆下 | 中控台# LH# 板毡毯 | 请参阅# 侧板# -# 中控台# -# LH（拆卸和更换）# ,拆下中控台# LH# 板毡毯。请参阅# 侧板# -# 中控台# -# LH（拆卸和更换）# 。
前排 | 乘客座椅 | 移至 | 最前端,将前排乘客座椅移至最前端。
拆下 | # RH# 仪表板端盖 | 请参阅# 端盖# -# 仪表板# -# LH | 拆卸和更换）# ,拆下# RH# 仪表板端盖。请参阅# 端盖# -# 仪表板# -# LH（拆卸和更换）# 。
拆下 | # RH# A# 柱中部饰板 | 请参阅# 饰板# -# A# 柱# -# 中间# -# LH | 拆卸和更换）# ,拆下# RH# A# 柱中部饰板。请参阅# 饰板# -# A# 柱# -# 中间# -# LH（拆卸和更换）# 。
拆下 | # RH# A# 柱下部饰板 | 请参阅# 饰板# -# A# 柱# -# 下部# -# LH | 拆卸和更换）# ,拆下# RH# A# 柱下部饰板。请参阅# 饰板# -# A# 柱# -# 下部# -# LH（拆卸和更换）# 。
拆下 | 副驾位脚部空间罩 | 请参阅# 罩# -# 脚部空间# -# 副驾位（左侧驾驶）（拆卸和更换）# ,拆下副驾位脚部空间罩。请参阅# 罩# -# 脚部空间# -# 副驾位（左侧驾驶）（拆卸和更换）# 。
拆下 | # RH# 前侧 | 脚垫,拆下# RH# 前侧脚垫。
拆下 | 中控台# RH# 板毡毯 | 请参阅# 侧板# -# 中控台# -# LH | 拆卸和更换）# ,拆下中控台# RH# 板毡毯。请参阅# 侧板# -# 中控台# -# LH（拆卸和更换）# 。
驾驶位 | 副驾位座椅 | 移至 | 最前部,将驾驶位和副驾位座椅移至最前部。
拆下 | 第二排 | 脚垫,从车上拆下第二排脚垫。
拆下 | 第二排下部 | 座垫 | 请参阅# 座垫# -# 下# -# 第二排（拆卸和更换）# ,拆下第二排下部座垫。请参阅# 座垫# -# 下# -# 第二排（拆卸和更换）# 。
拆下 | 第二排 | 座椅# RH# 侧承梁 | 请参阅# 承梁# -# 侧# -# 座椅# -# 第二排# -# LH,拆下第二排座椅# RH# 侧承梁。请参阅# 承梁# -# 侧# -# 座椅# -# 第二排# -# LH（拆卸和更换）# 。
拆下 | # RH# 后门槛板饰板 | 请参阅# 饰板# -# 门槛板# -# 后# -# LH | 拆卸和更换）# ,拆下# RH# 后门槛板饰板。请参阅# 饰板# -# 门槛板# -# 后# -# LH（拆卸和更换）# 。
拆下 | # B# 柱# RH# 上部饰板 | 请参阅# 饰板# -# B# 柱# -# 上部# -# LH,拆下# B# 柱# RH# 上部饰板。请参阅# 饰板# -# B# 柱# -# 上部# -# LH（拆卸和更换）# 。
拆下 | # RH# B# 柱下部饰板 | 请参阅# 饰板# -# B# 柱# -# 下部# -# LH | 拆卸和更换）# ,拆下# RH# B# 柱下部饰板。请参阅# 饰板# -# B# 柱# -# 下部# -# LH（拆卸和更换）# 。
车辆 | # LH# 侧 | 重复第# 23# 步至第# 26# 步,对车辆的# LH# 侧重复第# 23# 步至第# 26# 步。
拆下 | cc | 车辆 | 夹子 | 粘扣带,拆下将cc固定到车辆的夹子# ####x4####和粘扣带。
提起 | 后毡毯 | # RH# 侧 | 伸出手去感觉是否有第# 4# 个# RH# 高压电池螺栓 | 如果有 | 螺栓拆下,提起后毡毯的# RH# 侧，伸出手去感觉是否有第# 4# 个# RH# 高压电池螺栓。如果有，则将螺栓拆下。
提起 | 后毡毯 | # LH# 侧 | 伸出手去感觉是否有第# 4# 个# LH# 高压电池螺栓 | 如果有 | 螺栓拆下,提起后毡毯的# LH# 侧，伸出手去感觉是否有第# 4# 个# LH# 高压电池螺栓。如果有，则将螺栓拆下。
拆下 | # LH# 前毡毯 | 车辆 | 夹子 | # ####x3####,拆下将# LH# 前毡毯固定到车辆的夹子# ####x3####。
折叠 | # LH# 前毡毯 | 检修 | 夹子 | 松开 | 座椅线束 | 毡毯 | 折起,折叠# LH# 前毡毯以便检修，然后从夹子上松开座椅线束，让毡毯进一步折起。
拆下 | # LH# 前内部 | 高压电池螺栓,拆下# LH# 前内部高压电池螺栓。
检查 | 第# 3# 个# LH# 高压电池螺栓 | 如果有 | 将螺栓拆下,检查是否有第# 3# 个# LH# 高压电池螺栓。如果有，则将螺栓拆下。
拆下 | 第# 3# 个# LH#  | 内部 | 高压电池螺栓,拆下第# 3# 个# LH# 内部高压电池螺栓。
如果车辆有第# 3# 个或第# 4# 个# LH# 内部高压电池螺栓 | 则将驾驶座移到中间位置 | 座椅靠背移到垂直位置 | 否则 | 跳至下一步,如果车辆有第# 3# 个或第# 4# 个# LH# 内部高压电池螺栓，则将驾驶座移到中间位置，将座椅靠背移到垂直位置。否则，请跳至下一步。
分离 | 后部 | 主毡毯穿孔 | # LH# 侧 | 够到 | 第# 4# 个内部 | 高压电池螺栓,分离后部主毡毯穿孔的# LH# 侧，以便够到第# 4# 个内部高压电池螺栓（若有）。
拆下 | 高压电池 | 车身 | 第# 4# 个# LH# 内部 | 螺栓,拆下将高压电池固定到车身的第# 4# 个# LH# 内部螺栓。
拆下 | 高压电池 | 车身 | 第# 5# 个# LH# 后内部 | 螺栓,拆下将高压电池固定到车身的第# 5# 个# LH# 后内部螺栓。
# LH# 前毡毯 | 向后展开,将# LH# 前毡毯向后展开到原来位置。
拆下 | # RH# 前毡毯 | 车辆 | 夹子 | # ####x4####,拆下将# RH# 前毡毯固定到车辆的夹子# ####x4####。
夹子 | 松开 | 座椅电气线束 | # RH# 前毡毯 | 折起,从夹子上松开座椅电气线束，以便# RH# 前毡毯进一步折起。
拆下 | 高压电池 | 车身 | # RH# 前内部螺栓 | # ####x2####,拆下将高压电池固定到车身的# RH# 前内部螺栓# ####x2####。
检查 | 第# 3# 个# RH# 螺栓 | 必要时 | 使用 | 手电筒 | 拆下 | 螺栓 | 若有） | 否则 | 跳至下一步,检查是否有第# 3# 个# RH# 螺栓。必要时，使用手电筒。拆下螺栓（若有）。否则，请跳至下一步。
如果有第# 3# 个# RH# 和第# 4# 个# RH# 内部高压电池螺栓 | 前排乘客座椅移到中间位置 | 靠背 | 移到垂直位置,如果有第# 3# 个# RH# 和第# 4# 个# RH# 内部高压电池螺栓，则将前排乘客座椅移到中间位置，将靠背移到垂直位置。
拆下 | 高压电池 | 车身 | 第# 4# 个# RH# 内部螺栓 | 否则 | 跳至下一步,拆下将高压电池固定到车身的第# 4# 个# RH# 内部螺栓（若配备）。否则，请跳至下一步。
拆下 | 高压电池 | 车身 | 第# 5# 个# RH# 后内部 | 螺栓,拆下将高压电池固定到车身的第# 5# 个# RH# 后内部螺栓。
# Toolbox#  | 点击 | Actions” | 搜索字段 | 输入 | “proc_epb | 点击 | “PROC_EPBL_START-SERVICE-MODE | “Play”按钮 | 选择 | # Run# ,在# Toolbox# 中，点击“Actions”，在搜索字段中输入“proc_epb”，点击“PROC_EPBL_START-SERVICE-MODE”旁边的“Play”按钮，然后选择# Run# 。
踩住 | 制动踏板 | 点击 | “Actions” | 点击 | # “PROC_EPBR_START-SERVICE-MODE | 旁边 | “Play”按钮 | 选择 | # Run# ,踩住制动踏板，点击“Actions”，点击# “PROC_EPBR_START-SERVICE-MODE”旁边的“Play”按钮，然后选择# Run# 。
点击 | Actions | 搜索字段 | 输入 | “thermal | 点击 | “PROC_VCFRONT_X_THERMAL-FILL-DRAIN | “Play”按钮 | 选择 | # Run# ,点击“Actions”，在搜索字段中输入“thermal”，点击“PROC_VCFRONT_X_THERMAL-FILL-DRAIN”旁边的“Play”按钮，然后选择# Run# 。
取下 | 笔记本电脑 | 关闭 | # Toolbox,从车上取下笔记本电脑，但不要关闭# Toolbox。
断开 | # 12V# 电源 | 请参阅# 12V/低压电源（断开和连接）# ,断开# 12V# 电源。请参阅# 12V/低压电源（断开和连接）# 。
执行 | 请参阅# 车辆电气隔离程序# ,执行车辆电气绝缘程序。请参阅# 车辆电气隔离程序# 。
拆下 | 配电盒# LH# 侧 | 高压线束 | 高压盖,拆下位于配电盒# LH# 侧的高压线束的高压盖。
如果高压电池直流输入装配有母排 | 继续执行下一步 | 跳到第# 76至77# 步,如果高压电池直流输入装配有母排，则继续执行下一步，否则跳到第# 76至77# 步。
拆下 | 充电接口母排连接器检修盖板 | 螺栓,拆下用于固定充电接口母排连接器检修盖板的螺栓。
拆下 | 充电接口母排连接器 | 直流输入高压接头 | 螺栓 | # ####x2#### | 抬起 | 连接器 | 接头 | 拆下,拆下将充电接口母排连接器固定到直流输入高压接头的螺栓# ####x2####，然后抬起以将连接器从接头上拆下。
跳到 | 第# 80# 步,跳到第# 80# 步。
滑动 | 释放装置 | 充电接口 | 高压电池线束 | 直流输入连接器把手 | 解锁,滑动释放装置，将充电接口至高压电池线束的直流输入连接器把手从固定位置解锁。
直流输入连接器 | 把手 | 抬至 | 最高处,将直流输入连接器上的把手抬至最高处。
配电盒直流输入接头 | 拆下 | 直流输入连接器,从配电盒直流输入接头上拆下直流输入连接器。
如果充电接口至高压电池线束有三相连接器 | 请继续执行下一步 | 否则请跳至第# 85# 步,如果充电接口至高压电池线束有三相连接器，请继续执行下一步，否则请跳至第# 85# 步。
滑动 | 释放装置 | 充电接口 | 高压电池线束 | 三相连接器把手 | 解锁,滑动释放装置，将充电接口至高压电池线束的三相连接器把手从固定位置解锁。
三相连接器 | 把手 | 抬至 | 最高处,将三相连接器上的把手抬至最高处。
配电盒三相接头 | 拆下 | 三相连接器,从配电盒三相接头上拆下三相连接器。
松开 | 充电接口 | 门槛区域高压电池线束连接器 | 夹子,松开将充电接口固定到门槛区域高压电池线束连接器的夹子。
拆下 | # LH# 和# RH# 内侧配电盒横梁 | 配电盒罩 | 螺栓,拆下将# LH# 和# RH# 内侧配电盒横梁固定到配电盒罩的螺栓。
拆下 | 直流-直流接地母排 | 请参阅# 母排# -# DCDC# 接地（拆卸和更换）# ,拆下直流-直流接地母排。请参阅# 母排# -# DCDC# 接地（拆卸和更换）# 。
拆下 | # 12V# 正极输出电缆 | 直流-直流直通件 | 螺母 | 直通件 | 拆下 | 电缆,拆下并弃用将# 12V# 正极输出电缆固定到直流-直流直通件的螺母，然后从直通件处拆下电缆。
车轮 | 移走 | 止轮块,从车轮下移走止轮块。
车轮 | 移走 | 止轮块 | 在助手的帮助下 | 推到 | 举升机 | 止轮块 | 挡住 | 车轮,从车轮下移走止轮块，在助手的帮助下，将车推到举升机上，然后用止轮块重新挡住车轮。
车辆底部 | 拆下 | 车身插头 | 举升机垫适配器 | 插入 | 举升臂垫 | 孔内,从车辆底部拆下车身插头，将举升机垫适配器插入每个举升臂垫处的孔内。
举升,将车辆举升到舒适的作业高度。#
拆下 | 前流线型护板 | 请参阅# 面板# -# 流线型护板# -# 前（拆卸和更换）# ,拆下前流线型护板。请参阅# 面板# -# 流线型护板# -# 前（拆卸和更换）# 。
松开 | # LH# 和# RH# 轮拱内衬 | 底部边缘沿线 | 夹子,松开# LH# 和# RH# 轮拱内衬底部边缘沿线的夹子。
安装 | 弹力带 | # LH# 和# RH# 轮拱内衬 | 拉离 | 高压电池 | 露出 | 冷却液软管,安装弹力带，将# LH# 和# RH# 轮拱内衬拉离高压电池并露出冷却液软管。
拆下 | 高压电池前部滑板 | 请参阅# 滑板# -# 高压电池# -# 前（拆卸和更换）# ,拆下高压电池前部滑板。请参阅# 滑板# -# 高压电池# -# 前（拆卸和更换）# 。
断开 | 电气线束 | 正温度系数加热器高压连接器 | 连接 | 支架 | 松开 | 电气线束,断开电气线束与正温度系数加热器高压连接器的连接，然后从支架上松开电气线束。
断开 | 电气线束 | 交流高压高压连接器 | 连接 | 支架 | 松开 | 电气线束,断开电气线束与交流高压高压连接器的连接，然后从支架上松开电气线束。
高压电池 | # RH#  | 前角下方 | 放置 | 一个 | 冷却液排放容器,在高压电池的# RH# 前角下方放置一个冷却液排放容器。
松开 | 夹子 | 断开 | 车辆# RH# 侧动力总成回路软管 | 连接 | 插接 | 外螺纹接头 | 内螺纹接头,松开夹子，断开车辆# RH# 侧动力总成回路软管的连接，然后立即插接外螺纹接头和内螺纹接头。
松开 | 夹子 | 断开 | 车辆# RH# 侧后部动力总成供液软管 | 连接 | 插接 | 外螺纹接头 | 内螺纹接头,松开夹子，断开车辆# RH# 侧后部动力总成供液软管的连接，然后立即插接外螺纹接头和内螺纹接头。
冷却液排放容器 | 放置 | 高压电池# LH# 前角下方,将冷却液排放容器放置在高压电池# LH# 前角下方。
松开 | 夹子 | 断开 | 车辆# LH# 侧高压电池回路软管 | 连接 | 插接 | 外螺纹接头 | 内螺纹接头,松开夹子，断开车辆# LH# 侧高压电池回路软管的连接，然后立即插接外螺纹接头和内螺纹接头。
松开 | 电池 | 冷却器软管 | 车身 | 夹子,松开将电池至冷却器软管固定到车身的夹子。
松开 | 夹子 | 车辆# LH# 侧歧管 | 断开 | 冷却器 | 高压电池 | 软管 | 连接 | 插接 | 外螺纹接头 | 内螺纹接头,松开夹子，从车辆# LH# 侧歧管上断开冷却器与高压电池的软管连接，然后立即插接外螺纹接头和内螺纹接头。
拆下 | 中间流线型护板 | 请参阅# 面板# -# 流线型护板# -# 中间（拆卸和更换）# ,拆下中间流线型护板。请参阅# 面板# -# 流线型护板# -# 中间（拆卸和更换）# 。
松开 | 冷却液软管 | # LH# 剪力板 | 枞树夹,松开将冷却液软管固定到# LH# 剪力板的枞树夹。
拆下 | # LH# 剪力板 | 车身 | 小号螺栓,拆下将# LH# 剪力板固定到车身的小号螺栓。
取下 | # LH# 剪力板 | 后副框架 | 车身 | 大号螺栓 | 拆下 | # LH# 剪力板,取下将# LH# 剪力板和后副框架固定到车身的大号螺栓，然后拆下# LH# 剪力板。
装上 | 大号螺栓 | 螺栓 | 紧固 | 后副框架,重新装上大号螺栓，然后用手将螺栓紧固到后副框架上。
# RH# 剪力板 | 重复第# 124# 至# 129# 步,对# RH# 剪力板重复第# 124# 至# 129# 步。
在助手的帮助下 | 电池工作台 | 放置 | 下降 | 车辆 | 高压电池,在助手的帮助下，将电池工作台放置到位，然后下降车辆位置，以支持高压电池。
拆下 | 高压电池后部滑板 | 请参阅# 滑板# -# 高压电池# -# 后（拆卸和更换）# ,拆下高压电池后部滑板。请参阅# 滑板# -# 高压电池# -# 后（拆卸和更换）# 。
松开 | 夹子 | 配电盒# LH#  | 下部 | 断开 | 后驱动单元逆变器入口软管 | 插接 | 外螺纹接头 | 内螺纹接头,松开夹子并从配电盒# LH# 下部断开后驱动单元逆变器入口软管，然后立即插接外螺纹接头和内螺纹接头。
松开 | 夹子 | 断开 | 冷却液出口软管 | 动力总成回路软管 | 连接 | 插接 | 外螺纹接头 | 内螺纹接头,松开夹子，断开冷却液出口软管与动力总成回路软管的连接，然后立即插接外螺纹接头和内螺纹接头。
拆下 | 后侧 | 驱动单元高压电气线束支架 | 高压电池 | 螺母,拆下将后侧驱动单元高压电气线束支架固定到高压电池的螺母。
滑动 | 释放装置 | 后驱动单元 | 高压电池线束 | 高压电池后驱动单元连接器把手 | 解锁,滑动释放装置，将后驱动单元至高压电池线束的高压电池后驱动单元连接器把手从固定位置解锁。
高压电池后驱动单元连接器 | 把手 | 抬至 | 最高处,将高压电池后驱动单元连接器上的把手抬至最高处。
高压电池接头 | 拆下 | 高压电池后驱动单元连接器,从高压电池接头上拆下高压电池后驱动单元连接器。
拆下 | 高压电池中梁滑板盖 | 高压电池 | 中央螺栓 | # ####x4####,拆下用于穿过高压电池中梁滑板盖固定高压电池的中央螺栓# ####x4####。
